School_code,AgeID,ICSEA_value,Level_of_schooling,Town_suburb,Electorate,School_name,Street,Postcode,Phone,School_Email,Website,Fax,latest_year_enrolment_FTE,Indigenous_pct,LBOTE_pct,Selective_school,Opportunity_class,School_specialty_type,School_subtype,Support_classes,Preschool_ind,Distance_education,Intensive_english_centre,School_gender,Late_opening_school,Date_1st_teacher,LGA,Fed_electorate,Operational_directorate,Principal_network,Operational_directorate_office,Operational_directorate_office_phone,Operational_directorate_office_address,FACS_district,Local_health_district,AECG_region,ASGS_remoteness,Latitude,Longitude,Assets unit,SA4,Healthy canteen,Date_extracted
1130,46402,793,Central/Community School,Baradine,Barwon,Baradine Central School,42 Narren St,2396,6843 1805,baradine-c.school@det.nsw.edu.au,https://baradine-c.schools.nsw.gov.au,6843 1751,124.8,56,0,Not Selective,N,Comprehensive,Kinder to Year 12,,N,N,N,Coed,Y,1876-01-01,Warrumbungle Shire (A),Parkes,Rural North,Western Plains,Tamworth,6755 5000,"Level 3, Noel Park House, 155-157 Marius St, Tamworth 2340","Murrumbidgee, Far West & Western NSW",Western NSW,North Western 1,Remote Australia,-30.950736,149.070198,North Western NSW,Far West and Orana,N,6/10/2022
1131,50521,918,Central/Community School,Barellan ,Cootamundra,Barellan Central School,Boree St,2665,6963 9202,barellan-c.school@det.nsw.edu.au,https://barellan-c.schools.nsw.gov.au,6963 9302,79.6,15,np,Not Selective,N,Comprehensive,Kinder to Year 12,,N,N,N,Coed,N,8/1/1911,Narrandera (A),Farrer,Rural South and West,West Wyalong,Griffith,02 6961 8100,"Government Offices, 104-110 Banna Ave, Griffith 2680","Murrumbidgee, Far West & Western NSW",Murrumbidgee,Riverina 1,Outer Regional Australia,-34.287799,146.571928,Southern NSW,Riverina,N,6/10/2022
1134,50234,961,Primary School,Bargo ,Wollondilly,Bargo Public School,Southern Rd,2574,4684 1396,bargo-p.school@det.nsw.edu.au,https://bargo-p.schools.nsw.gov.au,02 4684 3781,266,12,7,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,N,1869-05-01,Wollondilly (A),Hume,Regional South,Wollondilly,Wollongong,4247 1007,"Block H, Level 2, 84 Crown Street, Wollongong 2500",South Western Sydney,South Western Sydney,Dharawal,Inner Regional Australia,-34.292889,150.58274,South Western Sydney,Sydney - Outer South West,N,6/10/2022
1135,50672,989,Primary School,Barham,Murray,Barham Public School,Wakool St,2732,03 5453 2133,barham-p.school@det.nsw.edu.au,https://barham-p.schools.nsw.gov.au,03 5453 2972,118,8,np,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,Y,10/1/1901,Murray River (A),Farrer,Rural South and West,Deniliquin,Deniliquin,03 5898 3700,"Harfleur St, Deniliquin 2710","Murrumbidgee, Far West & Western NSW",Murrumbidgee,Riverina 2,Outer Regional Australia,-35.626915,144.127977,Southern NSW,Murray,N,6/10/2022
1136,49751,945,Primary School,Wadeville ,Lismore,Barkers Vale Public School,4501 Kyogle Rd,2474,6689 7202,barkersval-p.school@det.nsw.edu.au,https://barkersval-p.schools.nsw.gov.au,6689 7469,27,22,np,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,N,5/1/1933,Kyogle (A),Page,Rural North,Richmond,Goonellabah,6623 5900,"610 Ballina Rd, Goonellabah 2480",Mid North Coast & Northern NSW,Northern NSW,Upper North Coast,Inner Regional Australia,-28.54902,153.14927,North Coast,Richmond - Tweed,N,6/10/2022
1137,50527,788,Primary School,Barmedman ,Cootamundra,Barmedman Public School,Robertson St,2668,6976 2128,barmedman-p.school@det.nsw.edu.au,https://barmedman-p.schools.nsw.gov.au,6976 2006,10,np,0,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,N,1883-04-01,Bland (A),Riverina,Rural South and West,West Wyalong,Griffith,02 6961 8100,"Government Offices, 104-110 Banna Ave, Griffith 2680","Murrumbidgee, Far West & Western NSW",Murrumbidgee,Riverina 1,Outer Regional Australia,-34.148277,147.385078,Southern NSW,Central West,N,6/10/2022
1138,49127,953,Primary School,Barnsley ,Cessnock,Barnsley Public School,Cliffbrook St,2278,4953 2976,barnsley-p.school@det.nsw.edu.au,https://barnsley-p.schools.nsw.gov.au,4953 3094,309,14,2,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,N,1865-12-01,Lake Macquarie (C),Hunter,Regional North,Lake Macquarie North,Adamstown,4904 3900,"Cnr Brunker and Glebe Rd, Adamstown 2289",Hunter New England & Central Coast,Hunter New England,Hunter,Major Cities of Australia,-32.933094,151.594552,Hunter/Central Coast,Newcastle and Lake Macquarie,N,6/10/2022
1139,50460,985,Primary School,Barooga ,Murray,Barooga Public School,Hughes St,3644,03 5873 4242,barooga-p.school@det.nsw.edu.au,https://barooga-p.schools.nsw.gov.au,03 5873 4700,94,np,np,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,N,1896-01-01,Berrigan (A),Farrer,Rural South and West,Hume,Albury,02 6051 4300,"521 Macauley St, Albury 2640","Murrumbidgee, Far West & Western NSW",Murrumbidgee,Riverina 2,Inner Regional Australia,-35.912963,145.695985,Southern NSW,Murray,N,6/10/2022
1140,49371,893,Central/Community School,BARRABA,Tamworth,Barraba Central School,BARRABA CENTRAL PRIMARY SCHOOL 29 GOTHA STREET,2347,6782 1104,barraba-c.school@det.nsw.edu.au,https://barraba-c.schools.nsw.gov.au,6782 1231,162,27,np,Not Selective,N,Comprehensive,Kinder to Year 12,,N,N,N,Coed,N,1861-10-01,Tamworth Regional (A),New England,Rural North,Namoi,Moree,6757 3000,"66-68 Frome St, Moree 2400",Hunter New England & Central Coast,Hunter New England,North Western 2,Outer Regional Australia,-30.38239,150.599478,North Western NSW,New England and North West,N,6/10/2022
1143,49523,970,Primary School,Barrington ,Upper Hunter,Barrington Public School,1 Kenmore St,2422,6558 4258,barrington-p.school@det.nsw.edu.au,https://barrington-p.schools.nsw.gov.au,6558 4216,51,16,0,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,N,1864-05-01,Mid-Coast (A),Lyne,Regional North and West,Great Lakes,,,,Hunter New England & Central Coast,Hunter New England,Manning,Outer Regional Australia,-31.971159,151.911058,North Coast,Mid North Coast,N,6/10/2022
1146,49683,589,Primary School,Baryulgil ,Clarence,Baryulgil Public School,7135 Clarence Way,2460,6647 2124,baryulgil-p.school@det.nsw.edu.au,https://baryulgil-p.schools.nsw.gov.au,6647 2151,11,100,np,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,N,11/1/1917,Clarence Valley (A),Page,Rural North,Grafton,Grafton,6641 5000,"97 Mary St, Grafton 2460",Mid North Coast & Northern NSW,Northern NSW,Upper North Coast,Outer Regional Australia,-29.2235,152.605615,North Coast,Coffs Harbour - Grafton,N,6/10/2022
3129,44414,1151,Primary School,Summer Hill ,Summer Hill,Summer Hill Public School,Moonbie St,2130,9797 8160,summerhill-p.school@det.nsw.edu.au,https://summerhill-p.schools.nsw.gov.au,9716 8003,692,1,53,Not Selective,Y,Comprehensive,Kinder to Year 6,,N,N,N,Coed,N,1883-05-01,Inner West (A),Grayndler,Metropolitan South,Canterbury,Arncliffe,9582 2800,"Cnr Segenhoe & Avenal St, Arncliffe 2205","South Eastern Sydney, Northern Sydney & Sydney",Sydney,Metropolitan East,Major Cities of Australia,-33.895815,151.135853,Sydney,Sydney - Inner West,Y,6/10/2022
1149,50056,898,Primary School,Surfside,Bega,Batemans Bay Public School,Mundarra Way,2536,4472 4059,batemansba-p.school@det.nsw.edu.au,https://batemansba-p.schools.nsw.gov.au,4472 8457,536,28,7,Not Selective,N,Comprehensive,Kinder to Year 6,,Y,N,N,Coed,N,1869-07-01,Eurobodalla (A),Gilmore,Regional South,Batemans Bay,,,,Illawarra Shoalhaven & Southern NSW,Southern NSW,Lower South Coast,Inner Regional Australia,-35.700051,150.188373,Southern NSW,Capital Region,N,6/10/2022
1150,50975,979,Primary School,Bathurst ,Bathurst,Bathurst Public School,George St,2795,6331 3923,bathurst-p.school@det.nsw.edu.au,https://bathurst-p.schools.nsw.gov.au,6332 2305,509,14,12,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,N,1853-02-01,Bathurst Regional (A),Calare,Regional North and West,Bathurst,,,,"Murrumbidgee, Far West & Western NSW",Western NSW,Western 1,Inner Regional Australia,-33.420942,149.570615,North Western NSW,Central West,N,6/10/2022
1152,46415,913,Central/Community School,Batlow ,Wagga Wagga,Batlow Technology School,Pioneer St,2730,6949 1208,batlow-c.school@det.nsw.edu.au,https://batlow-c.schools.nsw.gov.au,6949 1666,117,7,np,Not Selective,N,Comprehensive,Kinder to Year 12,,N,N,N,Coed,N,1868-01-01,Snowy Valleys (A),Eden-Monaro,Rural South and West,Gundagai,Wagga Wagga,02 6937 3800,"Level 4, 76 Morgan St, Wagga Wagga 2650","Murrumbidgee, Far West & Western NSW",Murrumbidgee,Riverina 1,Outer Regional Australia,-35.523007,148.146548,Southern NSW,Riverina,N,6/10/2022
1160,50522,911,Primary School,Beckom ,Cootamundra,Beckom Public School,Welman St,2665,6978 2314,beckom-p.school@det.nsw.edu.au,https://beckom-p.schools.nsw.gov.au,6978 2342,7,np,0,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,N,4/1/1911,Coolamon (A),Riverina,Rural South and West,West Wyalong,Griffith,02 6961 8100,"Government Offices, 104-110 Banna Ave, Griffith 2680","Murrumbidgee, Far West & Western NSW",Murrumbidgee,Riverina 1,Outer Regional Australia,-34.327211,146.962928,Southern NSW,Riverina,N,6/10/2022
1164,51098,943,Primary School,BEDGERABONG,Orange,Bedgerabong Public School,7 Golding Avenue,2871,6857 1185,bedgerebon-p.school@det.nsw.edu.au,https://bedgerebon-p.schools.nsw.gov.au,6857 1118,41,np,15,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,N,1876-01-01,Forbes (A),Riverina,Rural South and West,West Wyalong,Griffith,02 6961 8100,"Government Offices, 104-110 Banna Ave, Griffith 2680","Murrumbidgee, Far West & Western NSW",Western NSW,Western 1,Outer Regional Australia,-33.361353,147.679318,North Western NSW,Central West,N,6/10/2022
1165,49643,969,Primary School,Wauchope ,Oxley,Beechwood Public School,614 Beechwood Road,2446,6585 6136,beechwood-p.school@det.nsw.edu.au,https://beechwood-p.schools.nsw.gov.au,6585 6000,178,11,np,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,N,1869-08-01,Port Macquarie-Hastings (A),Lyne,Regional North and West,Macleay Valley,,,,Mid North Coast & Northern NSW,Mid North Coast,Lower North Coast,Inner Regional Australia,-31.435535,152.68094,North Coast,Mid North Coast,N,6/10/2022
1166,47758,1180,Primary School,Beecroft ,Epping,Beecroft Public School,98 Beecroft Rd,2119,9484 8844,beecroft-p.school@det.nsw.edu.au,https://beecroft-p.schools.nsw.gov.au,9484 8200,893,np,70,Not Selective,Y,Comprehensive,Kinder to Year 6,,N,N,N,Coed,N,1897-04-01,Hornsby (A),Berowra,Metropolitan North,Hornsby,MacPark,9886 7000,"Level 2, 75 Talavera Rd, Macquarie Park 2113","South Eastern Sydney, Northern Sydney & Sydney",Northern Sydney,Metropolitan North,Major Cities of Australia,-33.752085,151.06462,Northern Sydney,Sydney - Ryde,N,6/10/2022
1167,50539,994,Primary School,Beelbangera ,Murray,Beelbangera Public School,Rankins Springs Rd,2680,6963 5368,beelbanger-p.school@det.nsw.edu.au,https://beelbanger-p.schools.nsw.gov.au,6963 5506,167,4,32,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,N,5/1/1922,Griffith (C),Farrer,Rural South and West,Griffith,Griffith,02 6961 8100,"Government Offices, 104-110 Banna Ave, Griffith 2680","Murrumbidgee, Far West & Western NSW",Murrumbidgee,Riverina 1,Outer Regional Australia,-34.252836,146.101067,Southern NSW,Riverina,N,6/10/2022
1168,69739,912,Primary School,Bega ,Bega,Bega Valley Public School,27 Auckland St,2550,6492 1280,bega-p.school@det.nsw.edu.au,https://bega-p.schools.nsw.gov.au,6492 3965,303,20,4,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,N,1860-01-01,Bega Valley (A),Eden-Monaro,Regional South,Batemans Bay,,,,Illawarra Shoalhaven & Southern NSW,Southern NSW,Lower South Coast,Outer Regional Australia,-36.670545,149.839095,Southern NSW,Capital Region,N,6/10/2022
1175,49496,885,Primary School,Bellata ,Barwon,Bellata Public School,Gurley St,2397,6793 7514,bellata-p.school@det.nsw.edu.au,https://bellata-p.schools.nsw.gov.au,6793 7462,12,np,np,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,Y,1899-03-01,Narrabri (A),Parkes,Rural North,Barwon,Moree,6757 3000,"66-68 Frome St, Moree 2400",Hunter New England & Central Coast,Hunter New England,North Western 1,Outer Regional Australia,-29.918659,149.796216,North Western NSW,New England and North West,N,6/10/2022
1177,49208,930,Primary School,BELLBIRD,Cessnock,Bellbird Public School,Doyle Street,2325,4990 2331,bellbird-p.school@det.nsw.edu.au,https://bellbird-p.schools.nsw.gov.au,4991 1973,247,17,np,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,N,10/1/1913,Cessnock (C),Hunter,Regional North,Cessnock,Maitland,4931 3500,"Level 1, 2 Caroline Pl, Maitland 2320",Hunter New England & Central Coast,Hunter New England,Hunter,Inner Regional Australia,-32.859421,151.316705,Hunter/Central Coast,Hunter Valley exc Newcastle,N,6/10/2022
1178,49608,778,Primary School,Bellbrook,Oxley,Bellbrook Public School,Main St,2440,6567 2049,bellbrook-p.school@det.nsw.edu.au,https://bellbrook-p.schools.nsw.gov.au,6567 2113,32,78,np,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,N,1883-02-01,Kempsey (A),Cowper,Regional North and West,Macleay Valley,,,,Mid North Coast & Northern NSW,Mid North Coast,Lower North Coast,Outer Regional Australia,-30.819094,152.508698,North Coast,Mid North Coast,N,6/10/2022
1179,45338,1154,Primary School,Bellevue Hill ,Vaucluse,Bellevue Hill Public School,Victoria Rd,2023,9389 3928,bellevuehi-p.school@det.nsw.edu.au,https://bellevuehi-p.schools.nsw.gov.au/,9369 4651,533,np,51,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,N,5/1/1925,Woollahra (A),Wentworth,Metropolitan South,Bondi,St Peters,9582 5800,"Church St, St Peters 2044","South Eastern Sydney, Northern Sydney & Sydney",South Eastern Sydney,Metropolitan East,Major Cities of Australia,-33.886986,151.259785,Sydney,Sydney - Eastern Suburbs,N,6/10/2022
1181,49676,996,Primary School,Bellingen ,Oxley,Bellingen Public School,William St,2454,6655 1147,bellingen-p.school@det.nsw.edu.au,https://bellingen-p.schools.nsw.gov.au,6655 2615,350,8,8,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,N,1870-09-01,Bellingen (A),Cowper,Regional North and West,Mid Coast Valleys,,,,Mid North Coast & Northern NSW,Mid North Coast,Lower North Coast,Outer Regional Australia,-30.45349,152.891887,North Coast,Coffs Harbour - Grafton,N,6/10/2022
1182,49335,960,Primary School,Belltrees ,Upper Hunter,Belltrees Public School,Moonan Flat Rd,2337,6546 1148,belltrees-p.school@det.nsw.edu.au,https://belltrees-p.schools.nsw.gov.au,6546 1110,7,np,np,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,N,1876-05-01,Upper Hunter Shire (A),New England,Regional North and West,Upper Hunter,,,,Hunter New England & Central Coast,Hunter New England,Hunter,Outer Regional Australia,-31.988753,151.129487,Hunter/Central Coast,Hunter Valley exc Newcastle,N,6/10/2022
1183,57401,955,Primary School,Belmont ,Swansea,Belmont Public School,Livingstone St,2280,4945 4858,belmont-p.school@det.nsw.edu.au,https://belmont-p.schools.nsw.gov.au,4947 7823,295,15,4,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,N,1874-02-01,Lake Macquarie (C),Shortland,Regional North,Lake Macquarie East,Gateshead West,4088 3518,"40-44 Coral Cr, Gateshead West 2290",Hunter New England & Central Coast,Hunter New England,Hunter,Major Cities of Australia,-33.030134,151.662203,Hunter/Central Coast,Newcastle and Lake Macquarie,N,6/10/2022
2840,47845,1142,Primary School,PARRAMATTA,Parramatta,Parramatta Public School,177 Macquarie Street,2150,9635 4397,parramatta-p.school@det.nsw.edu.au,https://parramatta-p.schools.nsw.gov.au,9687 1107,944,0,98,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,N,1873-09-01,Parramatta (C),Parramatta,Metropolitan South,Parramatta,Strathfield,9582 6300,"65 Albert St, Strathfield 2135",Western Sydney & Nepean Blue Mountains,Western Sydney,Metropolitan West,Major Cities of Australia,-33.81571,151.007732,Western Sydney,Sydney - Parramatta,N,6/10/2022
2117,45499,1137,Primary School,Haberfield ,Summer Hill,Haberfield Public School,Denman Ave,2045,9798 8767,haberfield-p.school@det.nsw.edu.au,https://haberfield-p.schools.nsw.gov.au/,9716 7315,645,np,63,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,N,4/1/1910,Inner West (A),Grayndler,Metropolitan South,Iron Cove,St Peters,9582 5800,"Church St, St Peters 2044","South Eastern Sydney, Northern Sydney & Sydney",Sydney,Metropolitan East,Major Cities of Australia,-33.879467,151.134002,Sydney,Sydney - Inner West,N,6/10/2022
1189,50185,961,Primary School,Bemboka ,Bega,Bemboka Public School,Kameruka St,2550,6493 0229,bemboka-p.school@det.nsw.edu.au,https://bemboka-p.schools.nsw.gov.au,6493 0452,35,17,np,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,N,1871-08-01,Bega Valley (A),Eden-Monaro,Rural South and West,Eden-Monaro,Queanbeyan,02 6200 5000,"Level 1, City Link Plaza, 24-36 Morisset St, Queanbeyan 2620",Illawarra Shoalhaven & Southern NSW,Southern NSW,Lower South Coast,Outer Regional Australia,-36.631309,149.571075,Southern NSW,Capital Region,N,6/10/2022
1191,49380,874,Primary School,Bendemeer ,Tamworth,Bendemeer Public School,Charles St,2355,6769 6532,bendemeer-p.school@det.nsw.edu.au,https://bendemeer-p.schools.nsw.gov.au,6769 6400,14,np,0,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,N,1860-02-01,Tamworth Regional (A),New England,Rural North,Armidale,Armidale,6776 4100,"Suites 2 & 3, North Power Building, 175 Rusden St Armidale",Hunter New England & Central Coast,Hunter New England,North Western 2,Outer Regional Australia,-30.886984,151.150991,North Western NSW,New England and North West,N,6/10/2022
1196,49414,985,Primary School,Ben Lomond ,Northern Tablelands,Ben Lomond Public School,Inn Rd,2365,6733 2001,benlomond-p.school@det.nsw.edu.au,https://benlomond-p.schools.nsw.gov.au,6733 2104,20,0,np,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,N,1885-06-01,Armidale Regional (A),New England,Rural North,Northern Tablelands,Armidale,6776 4100,"Suites 2 & 3, North Power Building, 175 Rusden St Armidale",Hunter New England & Central Coast,Hunter New England,North Western 2,Outer Regional Australia,-30.017024,151.661287,North Western NSW,New England and North West,N,6/10/2022
1198,49374,1001,Primary School,Armidale ,Northern Tablelands,Ben Venue Public School,Erskine St,2350,6772 4263,benvenue-p.school@det.nsw.edu.au,https://benvenue-p.schools.nsw.gov.au,6771 2037,515,16,17,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,N,4/1/1900,Armidale Regional (A),New England,Rural North,Armidale,Armidale,6776 4100,"Suites 2 & 3, North Power Building, 175 Rusden St Armidale",Hunter New England & Central Coast,Hunter New England,North Western 2,Inner Regional Australia,-30.502884,151.67462,North Western NSW,New England and North West,N,6/10/2022
1199,45498,970,Primary School,Berala,Auburn,Berala Public School,Harrow Rd,2141,9649 7146,berala-p.school@det.nsw.edu.au,https://berala-p.schools.nsw.gov.au,9749 2298,725,1,94,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,N,1/1/1922,Cumberland (A),Blaxland,Metropolitan South,Chullora,Strathfield,9582 6300,"65 Albert St, Strathfield 2135",Western Sydney & Nepean Blue Mountains,Western Sydney,Metropolitan South West,Major Cities of Australia,-33.869714,151.028244,South Western Sydney,Sydney - Parramatta,N,6/10/2022
1201,49183,937,Primary School,Beresfield,Wallsend,Beresfield Public School,Cnr Anderson Dr & Lawson Ave,2322,4966 1146,beresfield-p.school@det.nsw.edu.au,https://beresfield-p.schools.nsw.gov.au,4966 2492,287,21,7,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,N,1883-01-01,Newcastle (C),Paterson,Regional North and West,Hunter,,,,Hunter New England & Central Coast,Hunter New England,Hunter,Major Cities of Australia,-32.803964,151.654863,Hunter/Central Coast,Newcastle and Lake Macquarie,N,6/10/2022
1202,49969,919,Primary School,Berkeley ,Wollongong,Berkeley Public School,George St,2506,4271 1171,berkeley-p.school@det.nsw.edu.au,https://berkeley-p.schools.nsw.gov.au,4271 4304,313,21,25,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,N,1858-01-01,Wollongong (C),Whitlam,Regional South,Lake Illawarra North,Warilla,4267 6100,"30 Oldfield St, Warilla 2528",Illawarra Shoalhaven & Southern NSW,Illawarra Shoalhaven,Upper South Coast,Major Cities of Australia,-34.480214,150.856493,Southern NSW,Illawarra,N,6/10/2022
